COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN _DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,HABITAT,COLL_EVENT_REMARKS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,GUID_PREFIX,COLL_OBJ_REMARKS,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_REFERENCES_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_REFERENCES_3,OTHER_ID_NUM_4,OTHER_ID_NUM_TYPE_4,OTHER_ID_REFERENCES_4,PART_NAME_1,PART_CONDITION_1,PART_LOC_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,PART_NAME_2,PART_CONDITION_2,PART_LOC_2,PART_LOT_COUNT_2,PART_DISPOSITION_2,PART_REMARK_2,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_DET_METHOD_4,ATTRIBUTE_DETERMINER_4,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE
2401,ekrimmel,2333,ddb9f035-5eb8-4986-9da1-9ce47550b186,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia,legacy,Dwight W. Cusack,1897-06-05,Bank Swallow. Known. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1897-06-05,1897-06-05,"North America, United States, Illinois, Cook County",Kenilworth,[transcribed directly into formatted locality fields],Amber King,2011-05-13,unverified,,,Dwight W. Cusack,collector,,,,,CHAS:Egg,"DISPLAY NOTES: .03, .12. DATA HISTORY: Date listed as verified/cataloged is 1988-03-03. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).",15a-1,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,4,in collection,,,,,,,,verbatim collector,Dwight W. Cusack,Erica Krimmel,incubation stage,fresh,Dwight W. Cusack,,,,,,,,,accepted place of collection
2402,ekrimmel,2349,f6cd3518-394d-4853-af0e-91f3642df0de,UUID,self,[CHAS:Mamm]accession unknown,Riparia riparia,legacy,Dwight W. Cusack,1899-06-05,Bank Swallow. Known. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1899-06-05,1899-06-05,"North America, United States, Minnesota, Brown County",Sleepy Eye,[transcribed directly into formatted locality fields],Amber King,2011-05-13,unverified,,,Dwight W. Cusack,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-03-08. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-05-13).,70c,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 04: G,5,in collection,,,,,,,,verbatim collector,Dwight W. Cusack,Erica Krimmel,incubation stage,had slightly begun,Dwight W. Cusack,,,,,,,,,accepted place of collection
2403,ekrimmel,1163,f41a3346-33df-46db-8f12-84b71fee872c,UUID,self,[CHAS:Mamm]4232,Riparia riparia riparia,legacy,Willis W. Worthington,1893-06-02,Bank Swallow. Correct. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1893-06-02,1893-06-02,"North America, United States, New York, Suffolk County, Long Island, Shelter Island",,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,In hole excavated in the upper edge of a high bluff.,,Willis W. Worthington,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DISPLAY NOTES: Cavity: Depth-2'. DATA HISTORY: Date listed as verified/cataloged is 1988-06-20. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,986,collector number,self,1560,original identifier,self,6165,original identifier,self,egg,unchecked,RVWD: 302: Ool Cab 06: L,5,in collection,,,,,,,,verbatim collector,W.W. Worthington,Erica Krimmel,incubation stage,begun,Willis W. Worthington,nest description,Composed of seaweed and a few rootlets and lined with feathers,Willis W. Worthington,,,,,,accepted place of collection
2404,ekrimmel,1953.5327.99,a82ed06b-498c-4555-a22b-8ede9eda93c3,UUID,self,[CHAS:Mamm]5327,Riparia riparia,legacy,unknown,2008-12-31,Bank Swallow. Verbatim AOU Number: 616; Verbatim Ridgway Number: 157.,[no date recorded],1800,2008-12-31,no higher geography recorded,,[no locality recorded],Amber King,2008-12-17,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Originally from the Collection of J. R. W. Sargent. Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2008-12-17).,,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 07: I,1,in collection,,,,,,,,,,,,,,,,,,,,,,accepted place of collection
2405,ekrimmel,370,25614c8f-bc60-4baa-877a-cac16c9b0a14,UUID,self,[CHAS:Mamm]490,Riparia riparia,legacy,unknown,1894-05-31,Bank Swallow. Verbatim AOU Number: 616.,[transcribed directly into formatted date fields],1894-05-01,1894-05-31,"North America, United States, Wisconsin, Sawyer County",,[transcribed directly into formatted locality fields],Dawn R. Roberts,2014-12-10,unverified,,,unknown,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-07-06. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).,495 1/l,original identifier,self,,,,,,,egg,unchecked,,3,discarded,"5 eggs originally, 3 eggs present.  ""Sold to Trailside Mus."" [from Egg Catalog].",,,,,,,,,,,,,,,,,,,,,accepted place of collection
2406,ekrimmel,1460,4b59b471-aed1-4395-9244-f467c52d7573,UUID,self,[CHAS:Mamm]accession unknown,Rissa tridactyla,legacy,unknown,2015-11-24,Black-legged Kittiwake. Verbatim AOU Number: 40.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Amber King,2011-03-31,unverified,,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card].; ""St. Marys 5/85"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-19. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-03-31).",Saint Mary of the Lake Seminary 84,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: B,1,missing,,,,,,,,,,,,,,,,,,,,,Egg crushed.,accepted place of collection
2407,ekrimmel,271,ff3254e3-bf37-4f90-aaee-3b5f9acac5aa,UUID,self,[CHAS:Mamm]3885,Rissa tridactyla,legacy,William H. Ballou,2015-11-24,Black-legged Kittiwake. Verbatim AOU Number: 40.,[no date recorded],1800,2015-11-24,"North America, United States, Maine",,Maine,Pat Munroe,2011-08-16,unverified,,,William H. Ballou,collector,,,,,CHAS:Egg,"INTERNAL NOTES: ""See Letter 1930"" [from accession book]. Locality listed as ""Maine"" in egg catalog, locality data, ""Detroit, Michigan"" and ""coll. Maine"" found with specimen needs to be verified [A. King]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-19. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-08-16).",Northwestern University 672,original identifier,self,672,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: B,1,in collection,,,,,,,,verbatim collector,W.H. Ballou,Erica Krimmel,,,,,,,,,,,,accepted place of collection
2408,ekrimmel,1102,b88b7a88-2d44-4e7a-935a-b7bc420aeb81,UUID,self,[CHAS:Mamm]4232,Rissa tridactyla tridactyla,legacy,H. Evans,1912-05-29,Black-legged Kittiwake. Certain. Verbatim AOU Number: 40.,1912-05-29,1912-05-29,1912-05-29,"Europe, United Kingdom, Wales, Pembrokeshire, British Isles",,"Grassholm Island, Pembrokeshire, Southern Wales [Wales]",Pat Munroe,2011-08-16,unverified,On overhung ledge of cliff.,,H. Evans,collector,,,,,CHAS:Egg,INTERNAL NOTES: 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. Purchased from the Armstrong-Pearsall Collection. DATA HISTORY: Date listed as verified/cataloged is 1988-05-19. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-08-16).,E. E. Armstrong 235,collector number,self,4B,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 06: H,2,in collection,,,,,,,,verbatim collector,H. Evans,Erica Krimmel,incubation stage,fresh,H. Evans,nest description,Of seaweed,H. Evans,,,,,,accepted place of collection
2409,ekrimmel,28,6461d899-87b5-40fb-adf6-49efc29191da,UUID,self,[CHAS:Mamm]3777,Rosthramus sociabilis,legacy,Charles Barney Cory,1905-03-31,Snail Kite. Verbatim AOU Number: 330.,[transcribed directly into formatted date fields],1905-03-01,1905-03-31,"North America, United States, Florida, Broward County",Fort Lauderdale,"New River, Ft. Lauderdale, Fla. [supplied by Chas. B. Cory]",Dawn R. Roberts,2014-12-10,unverified,In cypress.,,Charles Barney Cory,collector,,,,,CHAS:Egg,"INTERNAL NOTES: Originally from the Collection of Chas. B. Cory, Jr. 'April 1924 - placed with other boxed eggs on 3rd floor but kept separately' [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-06-07. Record last updated in Excel (prior to Arctos migration) by Dawn R. Roberts (2014-12-10).",,,,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 06: E,2,in collection,Should have 3 eggs according to records.,,,,,,,verbatim collector,Chas. B. Cory Jr,Erica Krimmel,,,,,,,,,,,Eggs broken in securing them. ,accepted place of collection
2410,ekrimmel,2016.2.154,62a4f91c-7e7e-46bf-996d-b7aa9424e5fc,UUID,self,[CHAS:Mamm]accession unknown,Rynchops niger,legacy,unknown,2015-11-24,Black Skimmer. Verbatim AOU Number: 80.,[no date recorded],1800,2015-11-24,no higher geography recorded,,[no locality recorded],Amber King,2009-08-27,unverified,,,unknown,collector,,,,,CHAS:Egg,INTERNAL NOTES: Catalog number assigned (based on accession information) on 2016-01-30 by E. Krimmel in preparation for Arctos migration. DATA HISTORY: Record last updated in Excel (prior to Arctos migration) by Amber King (2009-08-27).,BD-2436,collector number,self,669,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 05: K,2,in collection,,,,,,,,,,,,,,,,,,,,,"Writen on eggs: ""669"", ""BD 2436""; sticker attached to both eggs: ""Black Skimmer""",accepted place of collection
2411,ekrimmel,216,089f6ca9-ea04-4b05-88c1-0dba8f65ed8a,UUID,self,[CHAS:Mamm]3837,Rynchops niger,legacy,Earl G. Wright,1930-06-10,Black Skimmer. Verbatim AOU Number: 80.,1930-06-10,1930-06-10,1930-06-10,"North America, United States, Louisiana, Saint Bernard Parish",,"Brush Island, St. Bernard Parish, Louisiana",Pat Munroe,2011-04-26,unverified,On ground,Academy Fieldwork,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).,W72 1/2,original identifier,self,,,,,,,egg,Dermestid casings found in packing material [7/2008],RVWD: 302: Ool Cab 01: E,2,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,fresh,Earl G. Wright,nest description,None,Earl G. Wright,,,,,,accepted place of collection
2412,ekrimmel,1472,143c6215-0eca-4f56-9a51-8c33bad0fad9,UUID,self,[CHAS:Mamm]accession unknown,Rynchops niger,legacy,G. Eifrig,1926-07-06,Black Skimmer. Verbatim AOU Number: 80.,1926-07-06,1926-07-06,1926-07-06,"North America, United States, Texas, Nueces County",Corpus Christi,"Corpus Christi, Nueces County, Texas",Pat Munroe,2011-04-26,unverified,"On beach, 10-20' from water. ",,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card].; ""St. Marys 5/85"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 132,original identifier,self,81,original identifier,self,,,,egg,3 eggs cracked [7/2008],RVWD: 302: Ool Cab 01: E,4,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,one-third,G. Eifrig,nest description,as usual,G. Eifrig,,,,,Colony of 20-30 nests.,accepted place of collection
2413,ekrimmel,1471,1fa5c5c4-69fe-47d3-a99c-edfcda5bb805,UUID,self,[CHAS:Mamm]accession unknown,Rynchops niger,legacy,G. Eifrig,1926-07-06,"Black Skimmer. Verbatim AOU Number: 80. Originally listed as ""Chlidonias niger, Florida Gallinule, but egg markings, number and size correlate to this taxonomic designation and not that of Gallunule.",1926-07-06,1926-07-06,1926-07-06,"North America, United States, Texas, Nueces County",Corpus Christi,"Corpus Christi, Nueces County, Texas",Pat Munroe,2011-04-26,unverified,"On beach, 10-12' from water.",,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]; ""St. Marys 5/85"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 82,original identifier,self,B S 1/1,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,4,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,one-third,G. Eifrig,nest description,None,G. Eifrig,,,,,Colony of 20 to 30 nests.,accepted place of collection
2414,ekrimmel,215,42a2ef91-598a-4a67-8dbc-00529b07d9c0,UUID,self,[CHAS:Mamm]3837,Rynchops niger,legacy,Earl G. Wright,1930-06-10,Black Skimmer. Verbatim AOU Number: 80.,1930-06-10,1930-06-10,1930-06-10,"North America, United States, Louisiana, Saint Bernard Parish",,"Brush Island, St. Bernard Parish, Louisiana",Pat Munroe,2011-04-26,unverified,On ground,Academy Fieldwork,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).,W73 2/3,original identifier,self,,,,,,,egg,Unidentified debris found in packing material [7/2008],RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,fresh,Earl G. Wright,nest description,None,Earl G. Wright,,,,,,accepted place of collection
2415,ekrimmel,217,524d3da6-824c-4297-82cc-bed7074761aa,UUID,self,[CHAS:Mamm]3837,Rynchops niger,legacy,Earl G. Wright,1930-06-10,Black Skimmer. Verbatim AOU Number: 80.,1930-06-10,1930-06-10,1930-06-10,"North America, United States, Louisiana, Saint Bernard Parish",,"Brush Island, St. Bernard Parish, Louisiana",Pat Munroe,2011-04-26,unverified,On ground,Academy Fieldwork,Earl G. Wright,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).,W43 2/1,original identifier,self,,,,,,,egg,Dermestid casings found in packing material [7/2008],RVWD: 302: Ool Cab 01: E,1,in collection,,,,,,,,verbatim collector,E.G. Wright,Erica Krimmel,incubation stage,fresh,Earl G. Wright,nest description,None,Earl G. Wright,,,,,,accepted place of collection
2416,ekrimmel,1470,71b8de47-b746-4127-afda-807bc32c91a8,UUID,self,[CHAS:Mamm]accession unknown,Rynchops niger,legacy,G. Eifrig,1926-07-06,Black Skimmer. Verbatim AOU Number: 80.,1926-07-06,1926-07-06,1926-07-06,"North America, United States, Texas, Nueces County",Corpus Christi,"Corpus Christi, Nueces County, Texas",Pat Munroe,2011-04-26,unverified,"On beach, 10-12' from water.",,G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. ""St. Marys 5/85."" DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 65,original identifier,self,I.M. 1/5,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,5,in collection,,,,,,,,verbatim collector,G. Eifrig,Erica Krimmel,incubation stage,slight,G. Eifrig,nest description,None,G. Eifrig,,,,,Colony of 20 to 30 nests.,accepted place of collection
2417,ekrimmel,1474,78642b8f-7cf4-4e38-bd17-f6fee73bf7b9,UUID,self,[CHAS:Mamm]accession unknown,Rynchops niger,legacy,C. W. G. Eifrig,1906-06-13,Black Skimmer. Verbatim AOU Number: 80.,1906-06-13,1906-06-13,1906-06-13,"North America, United States, Florida, Nassau County",,"Nassau County, Florida",Pat Munroe,2011-04-26,unverified,,,C. W. G. Eifrig,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card].; ""St. Marys 5/85"" [egg catalog]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 156,original identifier,self,6/13-06,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,Should have 2 eggs according to records.,,,,,,,verbatim collector,C.W.G. Eifrig,Erica Krimmel,,,,,,,,,,,Oct 1995: 3rd egg in box that doesn't have set mark.,accepted place of collection
2418,ekrimmel,279,93216221-47e0-452c-a6ce-393bb2984542,UUID,self,[CHAS:Mamm]accession unknown,Rynchops niger,legacy,Frank Morley Woodruff,1890-07-03,Black Skimmer. Verbatim AOU Number: 80.,7/3/1890,1890-07-03,1890-07-03,"North America, United States, Texas, Denton County",Bolivar,"Bolivar, Denton County, Texas",Pat Munroe,2011-04-26,unverified,,,Frank Morley Woodruff,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).,10642,CHAS:Egg,self,1-3,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,,,,,,,,verbatim collector,F. Woodruff,Erica Krimmel,,,,,,,,,,,,accepted place of collection
2419,ekrimmel,1650,dd327581-1338-45c7-bb5b-f3d1a43181c4,UUID,self,[CHAS:Mamm]accession unknown,Rynchops niger,legacy,unknown,1909-06-27,Black Skimmer. Verbatim AOU Number: 80.,1909-06-27,1909-06-27,1909-06-27,"North America, United States, South Carolina, Charleston County",Bull Harbor,"Bird Bank in Bulls Bay, Charleston County, South Carolina",Pat Munroe,2011-04-26,unverified,A large colony.,,unknown,collector,,,,,CHAS:Egg,"INTERNAL NOTES: 'Assembled as a University study collection. Value to be set by Director, future date' [from accession card]. DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",Saint Mary of the Lake Seminary 111,original identifier,self,28/4,original identifier,self,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,4,in collection,,,,,,,,verbatim collector,M.F.C.,Erica Krimmel,incubation stage,fresh,unknown,nest description,A mere depression in sand,unknown,,,,,,accepted place of collection
2420,ekrimmel,1916,dfc00045-2fec-4414-88cf-d4be807a94d6,UUID,self,[CHAS:Mamm]accession unknown,Rynchops niger,legacy,unknown,1926-07-06,Black Skimmer. Verbatim AOU Number: 80.,1926-07-06,1926-07-06,1926-07-06,"North America, United States, Texas, Nueces County",Corpus Christi,"Bird Island, Corpus Christi, Nueces County, Texas",Amber King,2011-04-26,unverified,on beach,,unknown,collector,,,,,CHAS:Egg,DATA HISTORY: Date listed as verified/cataloged is 1988-03-17. Record last updated in Excel (prior to Arctos migration) by Amber King (2011-04-26).,B. I. 1/1,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,4,in collection,,,,,,,,verbatim collector,G.E.,Erica Krimmel,incubation stage,slight,unknown,nest description,None,unknown,,,,,Colony of about 20-30 nests. ,accepted place of collection
2421,ekrimmel,42,e234bdf9-6ea3-4463-b355-ff5c12e53e25,UUID,self,[CHAS:Mamm]3777,Rynchops niger,legacy,E. A. McIlhenny,1896-06-03,Black Skimmer. Verbatim AOU Number: 80.,6/3/1896,1896-06-03,1896-06-03,"North America, United States, Louisiana, Terrebonne Parish",,"Timbalier Island, Terrebonne Parish, Louisiana",Pat Munroe,2011-04-26,unverified,A slight hollow in sand at back of beach.,,E. A. McIlhenny,collector,,,,,CHAS:Egg,"INTERNAL NOTES: Originally from the Oological Collection of E. A. McIlhenny, Avery's Island, Iberia Parish, LA (via the Collection of Chas. B. Cory, Jr.). DATA HISTORY: Date listed as verified/cataloged is 1988-05-24. Record last updated in Excel (prior to Arctos migration) by Pat Munroe (2011-04-26).",26/4,original identifier,self,,,,,,,egg,unchecked,RVWD: 302: Ool Cab 01: E,3,in collection,Should have 4 eggs according to the egg catalog.,,,,,,,verbatim collector,E.A. McIlhenny,Erica Krimmel,incubation stage,fresh,E. A. McIlhenny,,,,,,,,,accepted place of collection
