status - sam,accn_number,received_from,received_year,received_month,received_day,nature_of_material,remarks,estimated_count
Done-not found in spreadsheet data,2866,L. E. Daniels,1908,11,24,Malacology: Lymnaea lanceata. Number of species: 1,Date: '10-16-1906'. Information from accession book. Verbatim received from agent: L.E. Daniels,40
Done-not found in spreadsheet data,2871,Theodore H. Esschen,1908,12,5,Malacology: Pinna nobilis. Number of species: 1,Information from accession book. Verbatim received from agent: Theo H. Esschen,1
Done-not found in spreadsheet data,2881,Harold Hannibal,1909,1,2,Malacology: Lymnaea sumassi. Number of species: 1,Information from accession book. Verbatim received from agent: Harold Hannibal. Verbatim agency associated with: Leland Stanford University,10
Done-not found in spreadsheet data,2882,Bryant Walker,1909,1,5,Malacology: Lymnaea and Planorbis. Number of species: 2,Cotype of Planorbis var. royalensis. Information from accession book. Verbatim received from agent: Bryant Walker,4
Done-not found in spreadsheet data,2884,L. E. Daniels,1909,1,5,Malacology: Lymnaea obrussa var. Number of species: 1,In ditch south side of the road 8-8-1908. Information from accession book. Verbatim received from agent: L.E. Daniels,50
Done-not found in spreadsheet data,2885,L. E. Daniels,1909,1,5,Malacology: Lymnaea obrussa var. Number of species: 1,Date: '8-8-1908'. Information from accession book. Verbatim received from agent: L.E. Daniels,25
Done-not found in spreadsheet data,2886,L. E. Daniels,1909,1,5,Malacology: Freshwater Pulmonates. Number of species: 2,Information from accession book. Verbatim received from agent: L.E. Daniels,9
Done-not found in spreadsheet data,2889,,1909,1,23,Malacology: American Lymnaeas. Number of species: 5,Information from accession book.. Verbatim agency associated with: Carnegie Museum,163
Done-not found in spreadsheet data,2890,Harold Hannibal,1909,2,8,Malacology: Fresh-water Mollusks [Molluscs]. Number of species: 5,Information from accession book. Verbatim received from agent: Harold Hannibal,80
Done-not found in spreadsheet data,2900,Henry A. Pilsbry,1909,3,24,Malacology: Lymnaea catascopium. Number of species: 1,Topotypes. Information from accession book. Verbatim received from agent: Henry A. Pilsbry,8
Done-not found in spreadsheet data,2905,"Chicago Academy of Sciences, Frank M. Woodruff",1909,4,5,Malacology: Anodonta [Pyganodon] grandis. Number of species: 1,Pond drained during March and April. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,22
Done-not found in spreadsheet data,2948,,1909,6,17,Malacology: Lymnaeas. Number of species: 2,From spring hole. Information from accession book. Verbatim received from agent: W.H. Over,39
Done-not found in spreadsheet data,2957,"Chicago Academy of Sciences, Frank Collins Baker",1909,6,21,Malacology: Marine shells.,Information from accession book. Academy collecting June 1-6. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,100
Done-not found in spreadsheet data,2960,"Chicago Academy of Sciences, Frank Collins Baker",1909,6,21,Malacology: Fresh-water Shells.,Information from accession book. Academy collecting June. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,100
Done-not found in spreadsheet data,2961,"Chicago Academy of Sciences, Emil W. Youngren",1909,6,21,Malacology: Anodontoides ferrussacianus. Number of species: 1,"In creek. Information from accession book. Academy collecting June 25, 1909. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",2
Done-not found in spreadsheet data,2972,"Chicago Academy of Sciences, Emil W. Youngren",1909,7,12,Malacology: Anodontoides subcylindraceus. Number of species: 1,Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,4
Done-not found in spreadsheet data,2990,J. A. Allen,1909,7,12,Malacology: Planorbis binneyi. Number of species: 1,Pool in bottom land of Cuyahoga River. Information from accession book. Verbatim received from agent: J.A. Allen,1
Done-not found in spreadsheet data,2998,Frank M. Woodruff,1909,7,12,Malacology: Physa. Number of species: 1,Information from accession book. Verbatim received from agent: F.M. Woodruff,2
Done-not found in spreadsheet data,3002,"Chicago Academy of Sciences, Frank M. Woodruff",1909,7,12,Malacology: Planorbis. Number of species: 1,"July, 1909. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",2
Done-not found in spreadsheet data,3007,E. E. Hand,1909,8,16,Malacology: Fresh-water Mollusks [Molluscs]. Number of species: 2,Collected in August. Information from accession book. Verbatim received from agent: E.E. Hand,200
Done-not found in spreadsheet data,3013,,1909,8,23,Malacology - History: Button Industry.,"For school, loan collections. Information from accession book.. Verbatim agency associated with: Crawfoot Club",300
Done-not found in spreadsheet data,3017,Stillman S. Berry,1909,9,4,Malacology: Fresh-water shells. Number of species: 7,Information from accession book. Verbatim received from agent: S.S. Berry,35
Done-not found in spreadsheet data,3025,Frank Collins Baker,1909,9,27,Malacology: Land and Fresh-water shells. Number of species: 16,Information from accession book. Verbatim received from agent: F.C. Baker,120
Done-not found in spreadsheet data,3027,E. E. Hand,1909,9,27,Malacology: Galba emarginata angulata. Number of species: 1,Living specimens. Information from accession book. Verbatim received from agent: E.E. Hand,135
Done-not found in spreadsheet data,3028,E. E. Hand,1909,9,27,Malacology: Galba emarginata angulata. Number of species: 1,Dead specimens. Information from accession book. Verbatim received from agent: E.E. Hand,203
Done-not found in spreadsheet data,3033,Morris R. Ebersole,1909,9,27,"Malacology: Land, Fresh-water and Marine Mollusks [Molluscs].",Partly exchange. Information from accession book. Verbatim received from agent: Morris R. Ebersole,216
Done-not found in spreadsheet data,3035,"C. H. Richardson, Stillman S. Berry",1909,9,27,Malacology: Physa sp. Number of species: 1,Alt. 7800 ft. Information from accession book. Correspondence in Accession files. Verbatim received from agent: S.S. Berry,5
Done-not found in spreadsheet data,3054,C. M. Weber,1909,10,28,Malacology: Marine shells. Number of species: 4,Information from accession book. Verbatim received from agent: C.M. Weber,15
Done-not found in spreadsheet data,3059,Junius Henderson,1909,10,29,Malacology: Lymnaeas. Number of species: 2,"Date: 'Aug. 1908 and 1909; 6700, 8850 and 9500 ft. Alt.'. Information from accession book. Verbatim received from agent: Junius Henderson",25
Done-not found in spreadsheet data,3060,Junius Henderson,1909,10,29,Malacology: Lymnaea techella. Number of species: 1,"Pond about artesian well, July 1909. Information from accession book. Verbatim received from agent: Junius Henderson",30
Done-not found in spreadsheet data,3062,N. W. Leonard,1909,11,3,Malacology: Fresh-water shells. Number of species: 2,Information from accession book. Verbatim received from agent: N.W. Leonard,3
Done-not found in spreadsheet data,3063,Harold Hannibal,1909,11,3,Malacology: Lymnaea palustris. Number of species: 1,Information from accession book. Verbatim received from agent: H. Hannibal,4
Done-not found in spreadsheet data,3064,L. E. Daniels,1909,11,3,Malacology: Fresh-water shells. Number of species: 2,Information from accession book. Verbatim received from agent: L.E. Daniels,8
Done-not found in spreadsheet data,3065,L. E. Daniels,1909,11,3,Malacology: Fresh-water shells. Number of species: 2,Information from accession book. Verbatim received from agent: L.E. Daniels,8
Done-not found in spreadsheet data,3077,E. E. Hand,1909,12,10,Malacology: Physa lordi. Number of species: 1,Information from accession book. Verbatim received from agent: E.E. Hand,6
Done-not found in spreadsheet data,3091,E. C. Johnston,1910,1,14,Malacology: Physidae. Number of species: 5,Date: '1909'. Information from accession book. Verbatim received from agent: E.C. Johnston,60
Done-not found in spreadsheet data,3092,C. L. Holtzmann,1910,1,27,Malacology: Urosalpinx cinerea. Number of species: 1,Information from accession book. Verbatim received from agent: C.L. Holtzman,273
Done-not found in spreadsheet data,3093,A. B. Wolcott,1910,1,27,Malacology: Marine Mollusks [molluscs]. Number of species: 7,Information from accession book. Verbatim received from agent: A.B. Wolcott,10
Done-not found in spreadsheet data,3100,A. H. Hinkley,1910,2,14,Malacology: Land and Fresh-water shells.,Purchased. Information from accession book. Verbatim received from agent: A.H. Hinkley,800
Done-not found in spreadsheet data,3122,unknown,1910,4,20,Malacology: Unios.,Information from accession book. Verbatim received from agent: unknown,6
Done-not found in spreadsheet data,3123,Bryant Walker,1910,4,20,Malacology: Amnicola. Number of species: 2,Post glacial recent and beach drift. Information from accession book. Verbatim received from agent: Bryant Walker,42
Done-not found in spreadsheet data,3126,James Zetek,1910,4,20,Malacology: Physa distinguenda Tryon. Number of species: 1,Pathologic. Information from accession book. Verbatim received from agent: James Zetek,1
Done-not found in spreadsheet data,3141,"Chicago Academy of Sciences, Frank M. Woodruff",1910,6,30,Malacology: Land and Fresh-water Mollusks [molluscs]. Number of species: 2,"Collected June 3, 1910. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences",6
Done-not found in spreadsheet data,3161,unknown,1910,7,8,Malacology: Murex. Number of species: 1,Information from accession book. Verbatim received from agent: Mr. Coleman,1
Done-not found in spreadsheet data,3165,Stillman S. Berry,1910,7,11,Malacology: Physa virginea. Number of species: 1,Information from accession book. Correspondence in Accession file. Verbatim received from agent: S.S. Berry,25
Done-not found in spreadsheet data,3167,"Chicago Academy of Sciences, Emil W. Youngren",1910,7,14,Malacology: Fresh-water mollusks [Molluscs].,Beach drift. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,100
Done-not found in spreadsheet data,3168,"Chicago Academy of Sciences, Frank M. Woodruff",1910,7,14,Malacology: Fresh-water mollusks [Molluscs].,Beach drift. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,100
Done-not found in spreadsheet data,3169,Frank Collins Baker,1910,7,14,Malacology: Planorbis bicarinatus.,In. Information from accession book. Verbatim received from agent: F.C. Baker,12
Done-not found in spreadsheet data,3182,Frank Collins Baker,1910,7,14,Malacology: Mollusks [Molluscs].,Information from accession book. Verbatim received from agent: F.C. Baker,20
Done-not found in spreadsheet data,3183,"Chicago Academy of Sciences, Frank M. Woodruff",1910,7,14,Malacology: Fresh-Water Mollusks [Molluscs]. Number of species: 2,In swale. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,18
Done-not found in spreadsheet data,3185,S. A. Kurtz,1910,7,14,Malacology: Lampsilis gracilis. Number of species: 1,Information from accession book. Verbatim received from agent: S.A. Kurtz,2
Done-not found in spreadsheet data,3197,"Chicago Academy of Sciences, Frank Collins Baker",1910,9,8,Malacology: Land and Fresh-water Shells.,9 Ecological stations. June 1910. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,2378
Done-not found in spreadsheet data,3198,"Chicago Academy of Sciences, Frank Collins Baker",1910,9,8,Malacology: Land and Fresh-water Shells.,Date: 'June 1910'. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,126
Done-not found in spreadsheet data,3199,"Chicago Academy of Sciences, Frank Collins Baker",1910,9,8,Malacology: Land and Fresh-water Shells.,Date: 'June 1910'. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,147
Done-not found in spreadsheet data,3200,"Chicago Academy of Sciences, Frank Collins Baker",1910,9,8,Malacology: Land and Fresh-water Shells.,Date: 'June 1910'. Information from accession book. Verbatim received from agent: Chicago Academy of Sciences. Verbatim agency associated with: Chicago Academy of Sciences,75
