GUID,ACCN,TAXON_NAME,IDENTIFICATION_REMARKS,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,COLLECTOR_AGENT_1,COLLECTOR_AGENT_2,PART_LOT_COUNT_1,PART_DISPOSITION_1,Identification 1,Identification 2,Identification 3,Type status (not on Arctos),Reference (not on Arctos),Figured Specimens (not on Arctos)
CHAS:Inv:25509,[CHAS:Mamm]3042,unidentifiable {clay},Clay.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XLVII: Chicago, 200 ft. N. Dempster St",FROM SPECIMEN: 200 ft. N. Dempster St.,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25521,[CHAS:Mamm]3042,unidentifiable {sand and shells},Sand and Shells.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XXXIII: Chicago, 500 ft. S. Devon Ave",FROM SPECIMEN: 500 ft. S. Devon Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25536,[CHAS:Mamm]3042,unidentifiable {silt},Silt.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XXXIII: Chicago, 500 ft. S. Devon Ave",FROM SPECIMEN: 500 ft. S. Devon Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25605,[CHAS:Mamm]3042,unidentifiable {marl},Marl.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XVI: Chicago, 2200 ft. N. Foster Ave",FROM SPECIMEN: 2200 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25607,[CHAS:Mamm]3042,unidentifiable {peat},Peat.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XVI: Chicago, 2200 ft. N. Foster Ave",FROM SPECIMEN: 2200 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25609,[CHAS:Mamm]3042,"unidentifiable {clay, silty}","Clay, Silty.",[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XVI: Chicago, 2200 ft. N. Foster Ave",FROM SPECIMEN: 2200 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25610,[CHAS:Mamm]3042,unidentifiable {top soil},Top Soil.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XVI: Chicago, 2200 ft. N. Foster Ave",FROM SPECIMEN: 2200 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25611,[CHAS:Mamm]3042,unidentifiable {sand and gravel},Sand and Gravel.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XXVIII: Chicago, 2585 ft. N. Foster Ave",FROM SPECIMEN: 2585 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25612,[CHAS:Mamm]3042,unidentifiable {silt},Silt.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XXVII: Chicago, 3570 ft. N. Foster Ave",FROM SPECIMEN: 3570 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25613,[CHAS:Mamm]3042,unidentifiable {sand},Sand.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XXVII: Chicago, 3570 ft. N. Foster Ave",FROM SPECIMEN: 3570 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25614,[CHAS:Mamm]3042,unidentifiable {silt},Silt.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XXVII: Chicago, 3570 ft. N. Foster Ave",FROM SPECIMEN: 3570 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25621,[CHAS:Mamm]3042,unidentifiable {silt},Silt.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station XVIII: Chicago, 2345 ft. N. Foster Ave",FROM SPECIMEN: 2345 ft. N. Foster Ave,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25566,[CHAS:Mamm]3042,unidentifiable {wood},Wood.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station LXII: Chicago, 500 ft. S. Lake",FROM SPECIMEN: 500 ft. S. Lake,Natural History Survey,,3,in collection,,,,,,
CHAS:Inv:25479,[CHAS:Mamm]3042,unidentifiable {silt and marl},Silt and Marl.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Lemont, Lemont Park Extension Office, Santa Fe RR",FROM SPECIMEN: Lemont Park Extension Office,Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25565,[CHAS:Mamm]accession unknown,unidentifiable {sand and wood},Sand and Wood.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Station LXIII: Wilmette, Gross Point","FROM SPECIMEN: Gross Point, Wilmette",Natural History Survey,,1,in collection,,,,,,
CHAS:Inv:25586,[CHAS:Mamm]accession unknown,unidentifiable {marl},Marl.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Austin Avenue, Ogden Ditch",FROM SPECIMEN: Ogden ditch. Austin Ave.,Albert Scharf,,1,in collection,,,,,,
CHAS:Inv:25596,[CHAS:Mamm]accession unknown,unidentifiable {surface soil},Surface Soil.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Austin Avenue, Ogden Ditch",FROM SPECIMEN: Ogden ditch. Austin Ave.,Albert Scharf,,1,in collection,,,,,,
CHAS:Inv:25598,[CHAS:Mamm]accession unknown,"unidentifiable {silt, black}","Silt, Black.",[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Cook County","Austin Avenue, Ogden Ditch",FROM SPECIMEN: Ogden ditch. Austin Ave.,Albert Scharf,,1,in collection,,,,,,
CHAS:Inv:23703.2,[CHAS:Mamm]accession unknown,Lymnaeidae,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States","Squaw Lake, inlet",FROM SPECIMEN: Sq. Lake Inlet,unknown,,5,missing,,,,,,"plate 43, figure 12"
CHAS:Inv:23670,[CHAS:Mamm]783,Lymnaeidae,Gastropod.,[no date recorded],1800,2017-07-01,"North America, United States",Mud Lake,FROM SPECIMEN: Mud Lake,unknown,,5,in collection,,,,,,"plate 47, figure 4-8"
CHAS:Inv:20319,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,4,in collection,,,,,,International Button Company
CHAS:Inv:20320,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,8,in collection,,,,,,International Button Company
CHAS:Inv:20321,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,11,in collection,,,,,,International Button Company
CHAS:Inv:20322,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,5,in collection,,,,,,International Button Company
CHAS:Inv:20325,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,5,in collection,,,,,,International Button Company
CHAS:Inv:20326,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,International Button Company
CHAS:Inv:20327,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,5,in collection,,,,,,International Button Company
CHAS:Inv:20339,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,International Button Company
CHAS:Inv:20340,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,International Button Company
CHAS:Inv:20341,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,International Button Company
CHAS:Inv:20342,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,International Button Company
CHAS:Inv:20344,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,12,in collection,,,,,,International Button Company
CHAS:Inv:20345,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,International Button Company
CHAS:Inv:20346,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,2,in collection,,,,,,International Button Company
CHAS:Inv:20347,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,International Button Company
CHAS:Inv:20348,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,International Button Company
CHAS:Inv:20361,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,17,in collection,,,,,,International Button Company
CHAS:Inv:20362,[CHAS:Mamm]2080,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,8,in collection,,,,,,International Button Company
CHAS:Inv:5923,[CHAS:Mamm]1,Echinodermata,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,"FIGURE. Sea urchin (test only) with the following labels pasted on: 1-8, and 10. Card on which the specimen is sitting has letters A-E on it (possibly to show plates?"
CHAS:Inv:2017.13.2618,[CHAS:Mamm]2017.13,Anomiidae,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,This is probably a figure; but no figure number is written on label. Glue residue on both valves
CHAS:Inv:2017.13.2694,[CHAS:Mamm]2017.13,Mactridae,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,specimen has label C. Identification is a guess. Does not seem to correspond to any figure labels in this box. Specimen has muscle scar outlined in pencil
CHAS:Inv:2017.13.2842,[CHAS:Mamm]2017.13,Gastropoda,"Gastropod, various.",[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,6,in collection,,,,,,"FIGURE.six opercula (one in a shell). Opercula are as follows: 1. Nerita, 2. Turbo, 3 Viviparidae (still in shell),4. Fasciolaridae, 5. Turbinidae, and 6. Unknown (glued on to paper, in vial). All specimens have glue residue on them"
CHAS:Inv:2017.13.2970,[CHAS:Mamm]2017.13,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,Probably a CHAS figure- anatomy of the starfish. Has starfish. Card explaining parts is missing.
CHAS:Inv:2017.13.3019,[CHAS:Mamm]2017.13,Bivalvia,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,2,in collection,,,,,,Figure? Both shells cut in half
CHAS:Inv:2017.13.3029,[CHAS:Mamm]2017.13,Bivalvia,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,"Three specimens, two look to be in the same genus, one is very different. I cannot identify any of them; all three have unequal valves, but do not otherwise resemble each other. specimens are entered here as one lot since all three have little tags glued on (dv, pv, car, etc) htat suggest they were part of a figure."
CHAS:Inv:1631,[CHAS:Mamm]35,Bivalvia,Bivalve.,[no date recorded],1800,2017-07-01,"West Indies, Bahamas, Bahama Islands",no specific locality recorded,FROM ORIGINAL CATALOG BOOK: [Commonwealth of the] Bahamas,unknown,,2,in collection,,,,,,FIGURE. Arca is complete shell; other speciemen is one valve only (one valve possibly missing). Glue residue on both specimen
CHAS:Inv:2552,[CHAS:Mamm]436,Porifera,Invertebrate.,[no date recorded],1800,2017-07-01,"North America, United States, Illinois, Lawrence County",Bridgeport,"FROM ORIGINAL CATALOG BOOK: Bridgeport, Ills. [Illinois]",unknown,,2,in collection,,,,,,FIGURE. Both pieces have little labels glued on.
CHAS:Inv:5521,[CHAS:Mamm]accession unknown,Echinodermata,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,"FIGURE. Hollowed out sea urchin (bottom removed- somewhat broken on one side). Specimen still has labels 3,5,7, and 8 attached."
CHAS:Inv:17701,[CHAS:Mamm]accession unknown,Bivalvia,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,2,in collection,Pteria atlantica,Lima squamosa,,,,FIGURE. Both specimens with glue residue.
CHAS:Inv:18331,[CHAS:Mamm]accession unknown,Gastropoda,"Gastropod, various.",[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,3,in collection,,,,,,"FIGURE. Includes three specimens, and then a piece of paper with images of the three specimens , with the parts outlined on the card illustrated on them."
CHAS:Inv:18340,[CHAS:Mamm]accession unknown,Gastropoda,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,FIGURE. See also 18340. Top part of label ripped off- text for numbers x- 20 missing. Labeled only nuculeus
CHAS:Inv:18344,[CHAS:Mamm]accession unknown,Bivalvia,Bivalve.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,"Original catalog lists this as a figure; label found with a specimen of a marine bivalve that has another shell (possibly a slipper shell) on the outside of one valve. None of these shells has a number, and I doubt they are 18344."
CHAS:Inv:25041.2,[CHAS:Mamm]accession unknown,unidentifiable {soil and gravel},Soil and Gravel.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,
CHAS:Inv:25392,[CHAS:Mamm]accession unknown,unidentifiable {silt},Silt.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,
CHAS:Inv:25043,[CHAS:Mamm]accession unknown,unidentifiable {silt},Silt.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,in collection,,,,,,
CHAS:Inv:18336,[CHAS:Mamm]accession unknown,Gastropoda,Gastropod.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,missing,,,,,,"FIGURE [Full text label- for individual specimens, specimen number is listed in the catalog number suffix colum, and only the description of that specimen is given in the specimen description]: Form of the Shell. The following are the principal modifications of form in the gastropod shell: A. Regularly spiral. 1, Elongated, subulat, elevated . Terebra. 2, Turrited, turriculated. Turritella. 3, Cylindrical, pupiform. Cerion. 4, Short, bucciniform. Buccinum. 5, Fusiform, speindle-shaped. Fuscus. 6, Globular. Natica. 7, Gibbous, Streptaxis. 8, Depressed lenticular. Rotella. 9, Discoidal Planorbis. 10, Convolute, aperture nearly of quite concealing the spire. Cypraea. 11, Trochiform, pyramidal, conical, iwth a flat base. Trochus. 12, Turbinate, concial, with rounded base. Turbo. 13, Cone shaped, obconic, Conus. 14, Few-whorled. Omphalina. 15, Many whorled, Polygyra. 16, Ear- shaped. Haliotis. B. Scalariform, whorls not impinging, Scalaria. C. Irregularly spiral, evolute. Vermetus. D. Boat shaped or slipper shaped. Crepidula. E. Conical or limpet-shaped. Patella."
CHAS:Inv:18338,[CHAS:Mamm]accession unknown,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,1,missing,,,,,,"FIGURE [Full text of label- for indivdual specimens, specimen number is listed in the catalog suffix column, and the specimen description is listed in the specimen description column. The outer lip is usually thin and sharp in immature shells and also in some adults, as Bulimus and Pyramidula, but in the majority of shells it is very much modifed, as shown in the collection above. 1, Thin and sharp. Pyramidula. 2, Relfected. Polygyra. 3, Expanded. Strombus. 4, Digitate, Pterocera. 5, Spiny. Ranella. 6, Foliated. Triton. 7, Emarginate. surcula. 8, Effuse. Io. 9, Dentate. Nerita, Clausilia. 10, Plicate. Dolium. 11, Ringent. Polygyra. 12, Grooved. Cancellaria. 13, Labiate. Oliva. 14, Inflected. Cypraea."
CHAS:Inv:18339,[CHAS:Mamm]accession unknown,Mollusca,Invertebrate.,[no date recorded],1800,2017-07-01,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,,15,missing,,,,,,"FIGURE [Full text label- for individual specimens, specimen number is listed in the catalog number suffix colum, and only the description of that specimen is given in the specimen description]: Set of shells illustrating variation in sculpture. 15, Canaliculate, suture profoundly channeled. Dolium. 16, Cingulate, encircled by revolving ribs. Latiaxis. 17, Carinate, revolving sculpture prominent, sharp. Pleurotoma. 18, Sulcate, encircled by channels. Calliostoma. 19, Plicate, costate, ribbed, sculpture longitudinal. Murex. 20, Nodosely, tuberculately, granosely plicate, when the ribs are broken up into tubercules or granules; mostly caused by the interesctions of revolving sculpture. Cancellaria. 21, Striate, covered by fine, close lines, either longitudinal or revolving. Polygyra. 22, Punctate, pitted. Mitra, 23, Granulate, nodose tuberculate, covered with nodules of small or large size, but not ribbed. Calliostoma, Ranella. 24, Muricate, spinous, echinate, when the nodules are sharp-pointed. Murex. 25, Decussate, cancellate, longitudinal and revolving sculpture corssing at right angles. Pyrula. 26, Clathrate, longituinal and revolving lines both distant. Distorio. 27, Coronate, upper part of whorls having a series of revolving spines. Melongena. 28, Varicose, when the thickening of the aperture is not absorbed, but remains as rest periods. Murex. [Missing from the card were numbers 16, 24, 25, 26, 27]"
