COLLECTION_OBJECT_ID,ENTEREDBY,CAT_NUM,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_REFERENCES_1,ACCN,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,GUID_PREFIX,COLL_OBJECT_REMARKS,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_DATE_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_DATE_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_DATE_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_UNITS_4,ATTRIBUTE_REMARKS_4,ATTRIBUTE_DETERMINER_4,ATTRIBUTE_DATE_4,SPECIMEN_EVENT_TYPE
520,ekrimmel,2017.3.309,HIS-477,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {snake handling equipment},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],B. McNamara,2010-06-14,unverified,Howard K. Gloyd,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Likely made by/belonged to Gloyd. DATA HISTORY: Inventory catalogued/verified by B. McNamara (2010-06-14). Record last updated in Excel (prior to Arctos migration) by B. McNamara (2010-06-14).,object,Good. Sticky residue on carved end.,1,in collection,Number of Pieces: 1. Dimensions: length = 970 mm.,,,,,description,SCIENTIFIC HISTORY. snake handling equipment; Two wooden pieces bolted together on one end.  That end is carved so that the wooden pieces meet but leave an empty circle.  Looks a bit like garden shears.,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
521,ekrimmel,2017.3.310,HIS-517,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {loupe},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2017-02-17,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by Amber King (2012-09-04).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 2.5 cm.,,,,,description,"SCIENTIFIC HISTORY. Small, folding, magnifying loup with small metal link at one end.  Case is tortoise shell plastic.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
522,ekrimmel,2017.3.311,HIS-519,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-slide case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"Europe, United Kingdom, England, British Isles, Britain",London,London,unknown,2017-02-17,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by Amber King (2012-09-04).,object,Good. Some worn spots on edges.,1,in collection,Number of Pieces: 2. Dimensions: length = 8.4 cm.,verbatim collector,Watson & Son,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. Red leather covered paper case with pull-off lid for carrying single microscope slide.  Lid of case is marked [gilded]: ""WATSON & SON/ OPTICIANS/ 313 HIGH HOLBORN/ LONDON"".  Embossed star shape on both lid and bottom of case.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
523,ekrimmel,2017.3.312,HIS-520,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-slide case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"Europe, United Kingdom, England, British Isles, Britain",London,London,unknown,2017-02-17,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by Amber King (2012-09-04).,object,"Good. Dirt, worn spots on edges.",1,in collection,Number of Pieces: 2. Dimensions: length = 8.2 cm.,verbatim collector,Watson & Son,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. Black leather covered paper case with pull-off lid for carrying single microscope slide.  Lid of case is marked [gilded]: ""WATSON&SON/ OPTICIANS/ 313 HIGH HOLBORN/LONDON"".",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
524,ekrimmel,2017.3.313,HIS-521,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-slide case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2017-02-17,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by Amber King (2012-09-04).,object,"Good. Worn along edges, top does not snap closed to bottom.",1,in collection,Number of Pieces: 2. Dimensions: length = 8.8 cm.,,,,,description,"SCIENTIFIC HISTORY. Wooden case for carrying single microscope slide with loose wooden top along long edge.  Marked on top of lid: ""Current Slide/ Biol/ Hobman""",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
525,ekrimmel,2017.3.314,HIS-522,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-plastic case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, New York",New York,"New York, NY",unknown,2017-02-17,unverified,"Clay-Adams, Incorporated",maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by Amber King (2012-09-04).,object,"Good. Dirty, paper yellowed, foam insert brittle.",1,in collection,Number of Pieces: 3. Dimensions: Case length = 14.5 cm; Case diameter = 2.3 cm; Case height = 1.8 m.,verbatim collector,"Clay-Adams, Inc.",Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. Clear plastic case with hinged lid containing piece of paper and foam lining.  Print on paper, ""STAINLESS STEEL/ MICRO DISSECTING FORCEPS · FINE SHARP POINTS/ STRAIGHT · SWISS STYLE/ CLAY-ADAMS, INC., NEW YORK, N.Y. 10010  No. A-1909""",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
526,ekrimmel,2017.3.315,HIS-523,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-plate},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, New York, Monroe County",Rochester,"Rochester, NY",unknown,2017-02-17,unverified,Bausch and Lomb,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by Amber King (2012-09-04).,object,Good. Scratches on surface.,1,in collection,Number of Pieces: 1. Dimensions: length = 7.6 cm.,verbatim collector,Bausch & Lomb,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. Metal plate, about the size of a microscope slide with rounded corners.  There are ten holes that run paralell (2 sets of five) down the center of the plate with a row of numbers in between, ""1/ 2/ 3/ 4/ 5"", each row of holes has a number at the end ""1"" and ""2"".  There is a maker's mark in the form of a stamp on the left hand side of the plate, consisiting of a triangle inside a circle inside another circle.  Writing in stamp, ""BAUSCH & LOMB OPTICAL CO./ ROCHESTER, N.Y./ U.S.A.""",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
527,ekrimmel,2017.3.316,HIS-524,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {microscope-plate},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2017-02-17,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. DATA HISTORY: Inventory catalogued/verified by Amber King (2012-09-04).,object,"Good. Scratches on surface, spots of accretion.",1,in collection,Number of Pieces: 1. Dimensions: length = 7.7 cm.,,,,,description,"SCIENTIFIC HISTORY. Metal plate, about the size of a microscope slide, with ten holes drilled into center of plate in line.  Narrow edges are irregular.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
528,ekrimmel,2017.3.317,HIS-518,original identifier,self,[CHAS:Mamm]2017.3,unidentifiable {camera-flash},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2017-02-17,unverified,Continental Camera,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Found in archival materials and transferred. DATA HISTORY: Inventory catalogued/verified by Amber King (2012-09-04).,object,Good.,1,in collection,Number of Pieces: 1. Dimensions: length = 8.6 cm.,verbatim collector,Continental,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. Top mount camera flash, made of black plastic, rectangular in shape.  Flash is along proper front edge.  Base of flash has extending white plastic piece that would have attached to camera.  Top has plate with sliding knob to change focal distance marked: ""Continental/ INSTAFLASH/ MODEL: S"" and ""FOR BEST FLASH RESULTS/ Distance/ in feet/ Switch/ Postition/ Set at/ Position"" with ""8-12ft/ 5-7ft/ 3-4ft[left side of knob]"" and ""1/ 2/ 3 [right side of knob]"".  PL side has sliding knob to turn flash on and off, marked, ""READY/ OFF/ ON"". Sliding plastic panel on proper back side for batteries.  This model for Polaroid camera.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
529,ekrimmel,1975.10.1,,,,[CHAS:Mamm]1975.10,unidentifiable {microscope},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Erica Krimmel,2016-05-27,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Record pulled from accessions data. DATA HISTORY: Inventory catalogued/verified by Erica Krimmel (2016-05-27). Record last updated in Excel (prior to Arctos migration) by Erica Krimmel (2016-05-27).,object,unchecked,2,missing,,,,,,description,"SCIENTIFIC HISTORY. 2 Microscopes, 1 by D.H. Bullock and the other Bausch and Long",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
530,ekrimmel,2015.9.13,,,,[CHAS:Mamm]2015.9,unidentifiable {camera-accessories},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, California, Los Angeles County",Hollywood,[transcribed directly into formatted locality fields],Jessica Weller,2015-11-21,unverified,Harrison Duraline,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. ""Harrison Duraline"" appear on the metal band around the outside of the viewfinder-type lens; shell fits into box, which is missing its top flap; the box reads ""Harrison Photographic Filter, Mtg. Harrison & Harrison, Hollywood, Calif."" DATA HISTORY: Inventory catalogued/verified by Jessica Weller (2015-11-21). Record last updated in Excel (prior to Arctos migration) by Jessica Weller (2015-11-21).",object,Poor.,4,in collection,"Number of Pieces: 4. The shell is contaminated with some kind of yellowish crystalline substance that resembles old, dried-up glue. Dimensions: width = 5.5 cm; height = 5.5 cm; depth = 1 cm.",verbatim collector,Harrison Duraline,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. 1) Harrison Duraline metal 2-piece shell containing a cardboard form with 4 circular cutouts; the cutout contains 2) a small lens in a metal and black plastic housing reminiscent of a viewfinder plus a black rubber lens cap, 3) one small black Hex-head screw, and 4) a small silver colored metal piece with round ball at one end; shell fits into the original paper box",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
531,ekrimmel,2015.9.1,,,,[CHAS:Mamm]2015.9,unidentifiable {camera},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Jessica Weller,2015-11-21,unverified,Busch Precision Camera Corporation,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. In a leather case with other camera accessories; old shoelaces used to keep cords together. DATA HISTORY: Inventory catalogued/verified by Jessica Weller (2015-11-21). Record last updated in Excel (prior to Arctos migration) by Jessica Weller (2015-11-21).,object,Good. some tarnishing and glue peeling.,1,in collection,Number of Pieces: 1. Dimensions: length = 16.5 cm; height = 20 cm; depth = 8.5 cm.,verbatim collector,Busch Precision Camera Corporation,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. Busch 4x5 Pressman Model D plate camera, serial # D105651; shutter lens cover made by Eastman Kodak Co. Vue-Focus Rangle Finder Trade Mark made for Busch by American Bolex-Stillwell Corp.",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
532,ekrimmel,2015.9.2,,,,[CHAS:Mamm]2015.9,unidentifiable {camera case},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Jessica Weller,2015-11-21,unverified,Central Camera Company,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Donor included four keys, but none of them seem to work on the case. DATA HISTORY: Inventory catalogued/verified by Jessica Weller (2015-11-21). Record last updated in Excel (prior to Arctos migration) by Jessica Weller (2015-11-21).",object,"Good. Edges are worn, some cracks in the leather.",1,in collection,Number of Pieces: 1. Dimensions: length = 46 cm; height = 28 cm; depth = 19 cm.,verbatim collector,Central Camera Company,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. lockable leather carrying case for  camera and accessories; stamped ""Central Camera Company, Chicago, Illinois Since 1899"" in gold foil on the underside of the top; case has 6 metal feet on the bottom, leather piece that creates divides case into 4 sections, and 4 keys (see 2015.9.#)",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
533,ekrimmel,2015.9.3,,,,[CHAS:Mamm]2015.9,unidentifiable {camera flash attachment},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,no higher geography recorded,no specific locality recorded,[no locality recorded],Jessica Weller,2015-11-21,unverified,unknown,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. Black shoelace used to tie cords to the flash attachment. DATA HISTORY: Inventory catalogued/verified by Jessica Weller (2015-11-21). Record last updated in Excel (prior to Arctos migration) by Jessica Weller (2015-11-21).,object,Good.,4,in collection,Number of Pieces: 4. Dimensions: Attachment length = 25 cm; Attachment diameter = 4 cm; Bell diameter = 17.5 cm; Bell depth = 11.5 cm.,verbatim collector,Heiland,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. 1) battery operated Heiland flash attachment with 2) removable reflector bell and 3-4) two power cords; cords are tied to the attachment with shoelaces; bell is separated from the attachment (in order to fit into the case); ""HR"" on the bottom of the attachment",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
534,ekrimmel,2015.9.4,,,,[CHAS:Mamm]2015.9,unidentifiable {film},legacy,Erica Krimmel,2017-02-18,September 1971,1971-09-01,1971-09-30,no higher geography recorded,no specific locality recorded,[no locality recorded],Jessica Weller,2015-11-21,unverified,Kodak,maker,CHAS:EH,"INTERNAL NOTES: Originally from the Scientific History Collection. Donor believes that her mother taped the box shut and wrote ""good film"" on the box after accidentally opening it and exposing the film. DATA HISTORY: Inventory catalogued/verified by Jessica Weller (2015-11-21). Record last updated in Excel (prior to Arctos migration) by Jessica Weller (2015-11-21).",object,Good.,1,in collection,Number of Pieces: 1. Dimensions: width = 14.5 cm; height = 11.5 cm; depth = 5.5 cm.,verbatim collector,Kodak,Erica Krimmel,2017-02-20,description,"SCIENTIFIC HISTORY. one 100 count box of Kodak Panatomic-X Film 6140 4"" x 5"", lot VV6140-257-24-02; box has been opened and retaped shut; handwritten notes on box read ""Do not open good film, good film""",Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
535,ekrimmel,2015.9.20,,,,[CHAS:Mamm]2015.9,unidentifiable {film back adapter},legacy,Erica Krimmel,2017-02-18,[no date recorded],1800,2017-02-18,"North America, United States, Illinois, Cook County",Chicago,[transcribed directly into formatted locality fields],Jessica Weller,2015-12-05,unverified,Busch Precision Camera Corporation,maker,CHAS:EH,INTERNAL NOTES: Originally from the Scientific History Collection. This item probably goes with the instructions from 2015.9.4. DATA HISTORY: Inventory catalogued/verified by Jessica Weller (2015-12-05). Record last updated in Excel (prior to Arctos migration) by Jessica Weller (2015-12-05).,object,Good. Some wear and scratches from use.,1,in collection,Number of Pieces: 1. Dimensions: width = 20 cm; length = 12 cm; height = 2 cm.,verbatim collector,Busch Precision Camera Corporation,Erica Krimmel,2017-02-20,description,SCIENTIFIC HISTORY. one Busch film pack adapter 4 x 5 in original (red) box,Erica Krimmel,2017-02-20,historical,yes,Erica Krimmel,2017-02-20,,,US dollar,,,,place of manufacture
