"ACCN_NUMBER","CRMK"
"4313","Academy Collecting. Information from accession book, accession card. Verbatim received from agent: A.M. Bailey, E.G. Wright, R.V. Komarek. Origin of material: Piatt Co., Ill. [Illinois]."
"4315","From Trailside Museum live collection. Information from accession book, accession card. Verbatim received from agent: Gordon Pearsall. Origin of material: River Forest, Ill. [Illinois]."
"4316","Information from accession book, accession card. Verbatim received from agent: Robert Smart. Collected/created by Robert Smart. Origin of material: Worth Township [Illinois]."
"4319","Information from accession book, accession card. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Academy of Sciences Mus. Coll. Chicago Academy of Sciences. Collected/created by Earl G. Wright, March 1936. Origin of material: Olive Branch, Ill. [Illinois]."
"4321","Also see for Ap. 11-37 accession no. Incorrectly labeled as accession # 4331 on accession card, number corrected to reflect correct accession number [A. King]. Information from accession book, accession card. Verbatim received from agent: William I. Lyon. Collected/created by William I. Lyon, 1936. Origin of material: Waukegan, Ill. [Illinois]."
"4322","Museum Expedition. Information from accession book, accession card. Record last updated in Accession spreadsheet by D. Roberts on 2014-06-14. Verbatim received from agent: A.M. Bailey. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by A.M. Bailey, March 1936. Origin of material: Olive Branch, Ill. [Illinois]."
"4325","Field Collecting. Origin of material: Barrington, Ill. [Illinois]. Associated with CHAS catalog numbers Mammals: 3735-3739. Information from accession book, accession card. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Earl G. Wright."
"4327","In flesh for comparison. Paperwork in Accession File and copies in Gifts-1936 [A. King]. [Collector name listed as A.E. McIlhenny on accession card, other entries in book cite this name as E.A., this is reflected in the entries in this database. A. King]. Verbatim received from agent: E.A. McIlhenny. Collected/created by E.A. McIlhenny. Origin of material: Avery Island, La. [Louisiana]."
"4329","Information from accession book, accession card. Letter citing shipment in Accession file and copy in Gifts-1936 [A. King]. Verbatim received from agent: R.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Origin of material: Lar [Laramie?], Wyoming."
"4330","Origin of material: Wheaton (College), Ill. [Wheaton, Illinois]. Associated with CHAS catalog numbers Mammals: 3817. Information from accession book, accession card. Verbatim received from agent: J. Frank Cassel. Collected/created by J. Frank Cassel."
"4331","Information from accession book, accession card. Verbatim received from agent: E.V. Komarek. Collected/created by Ed V. Komarek. Origin of material: Thomasville, Ga. [Georgia]."
"4332","Information from accession book, accession card. Verbatim received from agent: E.V. Komarek. Collected/created by Ed V. Komarek, 1936. Origin of material: Thomasville, Ga. [Georgia]."
"4337","Information from accession book, accession card. Verbatim received from agent: E.V. Komarek. Collected/created by Ed V. Komarek. Origin of material: Sherwood Plantation, Ga. [Thomasville, Georgia]."
"4338","Information from accession book, accession card. Verbatim received from agent: E.V. Komarek. Collected/created by Ed V. Komarek. Origin of material: Saronville, Clay Co., Neb. [Nebraska]."
"4339","Letter to Dr. Ball [specific locality data and collected by taken from accession card]. Origin of material: vicinity of Angola, Indiana. Associated with CHAS catalog numbers ANTH: uncatalogued. Information from accession book, accession card. Record last updated in Accession spreadsheet by D. Roberts on 2014-05-10. Verbatim received from agent: C.L. Nagel. Collected/created by C.L. Nagel."
"4340","Academy collecting [Collection date and collected by taken from accession card]. Information from accession book, accession card. Verbatim received from agent: E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Earl G. Wright, September 8, 1936. Origin of material: Kenosha, Wis. [Wisconsin]."
"4341","Found dead. Information from accession book. Verbatim received from agent: unknown. Origin of material: Chicago [Illinois]."
"4342","Field Work. [Collection date and collected by taken from accession card]. Information from accession book, accession card. Verbatim received from agent: R.V. Komarek & E.G. Wright. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Roy V. Komarek, September 11, 1936. Origin of material: Calumet Lake, Ill. [Illinois]."
"4343","Information from accession book, accession card. Verbatim received from agent: E.G. Wright. Collected/created by E.G. Wright, September 12, 1936. Origin of material: Delavan, Wisc. [Wisconsin]."
"4344","Field Expedition. [Collection date and collected by taken from accession card]. Information from accession book, accession card. Verbatim received from agent: E.G.W. E.G. Wright & R.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Earl G. Wright, September 19, 1936. Origin of material: Romeo, Will Co., Ill. [Illinois]."
"4346","Bobcat, fox squirrel, and mouse from Georgia, shrews from the Smokies [Current locality data taken from both accession book and accession card. Collected by taken from accession card]. Information from accession book, accession card. Verbatim received from agent: E.V. Komarek. Collected/created by E.V. Komarek. Origin of material: Thomasville, Ga. [Georgia]: Bobcat and Squirrel, Smoky Mountains, Tenn. [Tennessee]: shrews."
"4347","[Current locality data taken from both accession book and accession card. Collected by and collection date taken from accession card]. Information from accession book, accession card. Verbatim received from agent: E.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. Komarek, 1936. Origin of material: Florida: Jumping mouse, Thomasville, Ga. [Georgia]: Bats."
"4348","3 cut for setting; Polished and cut oval for sets. Information from accession book, accession card. Verbatim received from agent: F.J. Lean. Origin of material: Near Calumet, Mich. [Michigan]."
"4350","Fish in formation. Information from accession book, accession card. Verbatim received from agent: Bill Anderson. Verbatim agency associated with: Lincoln Park Casting Club. Collected/created by Dr. Hall (occulist). Origin of material: Bear River, Idaho."
"4351","Study skins and skulls; postage $.64. Information from accession book, accession card. Verbatim received from agent: E.V. Komarek. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by E.V. Komarek and Travis, December 1936 - January 1937. Origin of material: Florida, Georgia and Oklahoma."
"4354","Obtained from trapper. Origin of material: Michigan. Associated with CHAS catalog numbers Mammals: 4288. Information from accession book, accession card. Record last updated in Accession spreadsheet by D. Roberts on 2015-07-10. Verbatim received from agent: B.J. Bujak. Collected/created by from trapper."
"4355","Invoice No. 1937-2 fpr exchange list. Information from accession book, accession card. Related later correspondence in Accession file and copy in Exchanges-1937 [A. King]. Verbatim received from agent: Ben Bartnick. Collected/created by R.P. Nicholls, C.E. Aiken and G.B. Badger, 1873 - 1897. Origin of material: Florida, Texas and California."
"4359","Preserved specimen, cat. nos. 4114-4120. Origin of material: Georgia and Florida. Associated with CHAS catalog numbers Herpetology: 4114-4120. Information from accession book, accession card. Verbatim received from agent: E.V. Komarek. Collected/created by E.V. Komarek."
"4360","Origin of material: Stafford County, Virginia. Associated with CHAS catalog numbers Herpetology: 3946-3951. Information from accession book, accession card. Verbatim received from agent: W. Gardiner Lynn. Verbatim agency associated with: John's Hopkins University. Collected/created by W. Gardiner Lynn."
"4367","Alive & alchoholics. Information from accession book, accession card. Verbatim received from agent: W.L. Necker. Verbatim agency associated with: Chicago Academy of Sciences. Collected/created by Walter L. Necker et al., July and August 1937. Origin of material: Texas &."
"4369","Information from accession book, accession card. Verbatim received from agent: W.F. Ross. Collected/created by Bill Ross, July - August 1937. Origin of material: 12 miles east of Knoxville, Tenn. [Tennessee]."
"4372","H.K.G. Exchange photo & gift to Acad., 3911: Lampropeltis elapsoides, 3912: Natrix compressicauda, 3913: Pituphis mugitus: Exch for photos. Origin of material: Marion & Charlotte Counties, Florida. Associated with CHAS catalog numbers Herpetology: 3911-3913. Information from accession book, accession card. Verbatim received from agent: E. Ross Allen. Collected/created by E. Ross Allen."
"4378","H.K.G. Exchange photo & gift to Acad., cat. no. 3915 Thamnophis s. sackenii. Origin of material: Dade Co., Florida. Associated with CHAS catalog numbers Herpetology: 3915. Information from accession book, accession card. Verbatim received from agent: E. Ross Allen. Collected/created by E. Ross Allen."
"4381","Information from accession book, accession card. Verbatim received from agent: Bernard Bartnick. Collected/created by B. Bartnick, August 1937. Origin of material: Matagorda Island, Texas."
"4384","Origin of material: Texas. Associated with CHAS catalog numbers Herpetology: 3931-3935. Information from accession book, accession card. Verbatim received from agent: E.G. Marsh. Collected/created by E.G. Marsh."
"4385","Origin of material: Cochise County, Arizona. Associated with CHAS catalog numbers Herpetology: 3936-3939. Information from accession book, accession card. Verbatim received from agent: P.C. Bowman. Collected/created by P.C. Bowman."
"4386","Origin of material: Pennsylvania. Associated with CHAS catalog numbers Herpetology: 3513-3532. Information from accession book, accession card. Verbatim received from agent: Fr. C.A. Smith. Collected/created by Fr. C.A. Smith."
