guid,ASSIGNED_BY_AGENT,ASSIGNED_DATE,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE,COLLECTING_METHOD,COLLECTING_SOURCE,VERIFICATIONSTATUS,HABITAT,VERBATIM_DATE,VERBATIM_LOCALITY,COLL_EVENT_REMARKS,BEGAN_DATE,ENDED_DATE,LOCALITY_ID,SPEC_LOCALITY,GEOREFERENCE_PROTOCOL,GEOREFERENCE_SOURCE,HIGHER_GEOG,no_verbatim_coordinates,LOCALITY_REMARKS,MAX_DEPTH,MAX_ERROR_DISTANCE,MAX_ERROR_UNITS,MIN_DEPTH,ORIG_LAT_LONG_UNITS,DATUM,DEC_LAT,DEC_LONG,DEPTH_UNITS,MAXIMUM_ELEVATION,MINIMUM_ELEVATION,ORIG_ELEV_UNITS
CHAS:Inv:1893.61.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Nassau- N.P,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10129015,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.61.2,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Mobile Bay,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885936,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.61.3,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: NY,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10140249,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.61.4,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Society Islands,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10478867,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.61.5,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Moblie Bay,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885936,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.77.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1893.77.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1905-03-07]",[no locality recorded],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10000000,,,,,,,,,,,,,,,,,,
CHAS:Inv:1894.436.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1894-12-28]",FROM SPECIMEN: Buzzard's Bay,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1894-12-28,10885286,,,,,,,,,,,,,,,,,,
CHAS:Inv:1895.446.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1895-01-11]",FROM SPECIMEN: Chippewa R.,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1895-01-11,10884952,,,,,,,,,,,,,,,,,,
CHAS:Inv:1895.446.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1895-01-11]",FROM SPECIMEN: Mississippi River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1895-01-11,10884906,,,,,,,,,,,,,,,,,,
CHAS:Inv:1895.593.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1895-08-07]",FROM SPECIMEN: Azores,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1895-08-07,10886314,,,,,,,,,,,,,,,,,,
CHAS:Inv:1895.643.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1895-09-21]",FROM SPECIMEN: Florida,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1895-09-21,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1895.644.1,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1895-09-21]",[transcribed directly into formatted locality fields],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1895-09-21,10972742,,,,,,,,,,,,,,,,,,
CHAS:Inv:1895.666.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1895-11-14]",FROM SPECIMEN: Cincinnati,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1895-11-14,10504881,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.738.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-01-28]",FROM SPECIMEN: Charlotte,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-01-28,10884954,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.783.2,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1896-04-23]",FROM SPECIMEN: Berry Lake,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-04-23,10884877,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.783.4,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1896-04-23]",FROM SPECIMEN: Berry Lake,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-04-23,10884877,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.875.2,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1896-08-29]","FROM SPECIMEN: Salt Creek, Hinsdale",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-08-29,10886829,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.941.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]",FROM SPECIMEN: Sugar River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10884858,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.941.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]",FROM SPECIMEN: Kenosha,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10595697,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.941.3,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]",FROM SPECIMEN: Baraboo River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10884971,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.941.4,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]",FROM SPECIMEN: Baraboo River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10884971,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.941.5,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]",FROM SPECIMEN: Kenosha,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10595697,,,,,,,,,,,,,,,,,,
CHAS:Inv:1896.941.6,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1896-12-14]",FROM SPECIMEN: Kenosha,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1896-12-14,10595697,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.1032.1,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-07-31]",FROM SPECIMEN: Square Lake Inlet.,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-07-31,10885077,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.1032.3,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-07-31]",[transcribed directly into formatted locality fields],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-07-31,10902403,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.1067.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-07-16]","FROM SPECIMEN: South Park, Genessee River,Rochester",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-07-16,10884942,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.1067.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-07-16]",FROM SPECIMEN: Charlotte,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-07-16,10884954,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.1070.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-08-28]","FROM SPECIMEN: Pond, Upper Red Hook",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-08-28,10885101,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.1274.1,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-08-03]",FROM SPECIMEN: Drainage canal,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-08-03,10884994,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.966.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Welchbold Mt.,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10886583,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.966.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-02-16]",FROM SPECIMEN: Welohbold Mt.,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-02-16,10886583,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.981.1,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-02]","FROM SPECIMEN: near Illinois[?] river[?], Utica Ill. in canal",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-02,10886770,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.985.1,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1897-04-16]",FROM SPECIMEN: Tampa,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-16,10915260,,,,,,,,,,,,,,,,,,
CHAS:Inv:1897.985.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1897-04-16]",[transcribed directly into formatted locality fields],Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1897-04-16,10461238,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Spokane Falls,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10885629,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.10,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.11,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.12,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Sabine River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10885730,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.13,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.14,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Tarboro,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10885530,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.15,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Lake Harris,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10885523,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.16,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.3,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.4,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Sabine River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10885730,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.5,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.6,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Guadalpue River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884978,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.7,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.8,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1159.9,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-01-17]",FROM SPECIMEN: Bayou Pierre,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-01-17,10884977,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1194.1,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-03-26]","FROM SPECIMEN: Halfmoon Bay, near Spanish Town",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-03-26,10886978,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Owasco Lake,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10506699,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.10,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Oswaco River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10886681,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.11,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: 10 Gwareo River,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10541858,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.12,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Micronesia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885158,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.13,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Micronesia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885158,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.14,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Micronesia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885158,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.15,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Drewery Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10886795,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.17,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Drewery Creek,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10886795,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.18,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: West indies,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10478866,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.19,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Pasteum,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10886530,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.3,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Micronesia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885158,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.6,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: West Palm Beach,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10915264,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.8,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Micronesia,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885158,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1294.9,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1898-09-19]",FROM SPECIMEN: Lake Michigan foot of Oak St.,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-09-19,10885045,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1334.1,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Society Islands,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10478867,,,,,,,,,,,,,,,,,,
CHAS:Inv:1898.1334.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1898-12-31]",FROM SPECIMEN: Prieste,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1898-12-31,10886484,,,,,,,,,,,,,,,,,,
CHAS:Inv:1899.398.1,Anna Chinn,2019-03-07,,collection,,wild caught,accepted,,"[no date recorded, prior to 1905-03-07]",FROM SPECIMEN: Cincinnati,Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1905-03-07,10885032,,,,,,,,,,,,,,,,,,
CHAS:Inv:1900.1474.2,Anna Chinn,2019-03-07,,collection,,wild caught,unverified,,"[no date recorded, prior to 1900-05-01]","FROM SPECIMEN: Between falls 2 and 3, Genesee River",Date constrained by date received per accession records [achinn 7 March 2019].,1800-01-01,1900-05-01,10885668,,,,,,,,,,,,,,,,,,
